dose,uf,sexo,idade,count
2a Dose,PR,M,170,1
2a Dose,PR,M,221,0
2a Dose,RJ,F,5,1
2a Dose,RJ,F,6,0
2a Dose,RJ,F,7,1
2a Dose,RJ,F,9,1
2a Dose,RJ,F,10,1
2a Dose,RJ,F,12,1
2a Dose,RJ,F,14,1
2a Dose,RJ,F,15,1
2a Dose,RJ,F,16,3
2a Dose,RJ,F,17,35
2a Dose,RJ,F,18,409
2a Dose,RJ,F,19,956
2a Dose,RJ,F,20,1700
2a Dose,RJ,F,21,2433
2a Dose,RJ,F,22,3052
2a Dose,RJ,F,23,3890
2a Dose,RJ,F,24,4344
2a Dose,RJ,F,25,4729
2a Dose,RJ,F,26,4952
2a Dose,RJ,F,27,5056
2a Dose,RJ,F,28,5073
2a Dose,RJ,F,29,5456
2a Dose,RJ,F,30,5613
2a Dose,RJ,F,31,5923
2a Dose,RJ,F,32,6551
2a Dose,RJ,F,33,6581
2a Dose,RJ,F,34,6806
2a Dose,RJ,F,35,7246
2a Dose,RJ,F,36,7405
2a Dose,RJ,F,37,7624
2a Dose,RJ,F,38,8271
2a Dose,RJ,F,39,8514
2a Dose,RJ,F,40,7908
2a Dose,RJ,F,41,7616
2a Dose,RJ,F,42,7336
2a Dose,RJ,F,43,6907
2a Dose,RJ,F,44,6530
2a Dose,RJ,F,45,6075
2a Dose,RJ,F,46,6064
2a Dose,RJ,F,47,5638
2a Dose,RJ,F,48,5776
2a Dose,RJ,F,49,5687
2a Dose,RJ,F,50,5600
2a Dose,RJ,F,51,5354
2a Dose,RJ,F,52,5405
2a Dose,RJ,F,53,5160
2a Dose,RJ,F,54,5138
2a Dose,RJ,F,55,5420
2a Dose,RJ,F,56,6390
2a Dose,RJ,F,57,6597
2a Dose,RJ,F,58,6571
2a Dose,RJ,F,59,6596
2a Dose,RJ,F,60,11281
2a Dose,RJ,F,61,11808
2a Dose,RJ,F,62,13705
2a Dose,RJ,F,63,15231
2a Dose,RJ,F,64,19882
2a Dose,RJ,F,65,49270
2a Dose,RJ,F,66,55017
2a Dose,RJ,F,67,57624
2a Dose,RJ,F,68,59057
2a Dose,RJ,F,69,58488
2a Dose,RJ,F,70,56656
2a Dose,RJ,F,71,54183
2a Dose,RJ,F,72,51219
2a Dose,RJ,F,73,47978
2a Dose,RJ,F,74,43970
2a Dose,RJ,F,75,39387
2a Dose,RJ,F,76,36741
2a Dose,RJ,F,77,34147
2a Dose,RJ,F,78,30303
2a Dose,RJ,F,79,26122
2a Dose,RJ,F,80,24953
2a Dose,RJ,F,81,24363
2a Dose,RJ,F,82,24874
2a Dose,RJ,F,83,21070
2a Dose,RJ,F,84,19708
2a Dose,RJ,F,85,18087
2a Dose,RJ,F,86,15822
2a Dose,RJ,F,87,13866
2a Dose,RJ,F,88,12596
2a Dose,RJ,F,89,10252
2a Dose,RJ,F,90,10215
2a Dose,RJ,F,91,8331
2a Dose,RJ,F,92,6594
2a Dose,RJ,F,93,5202
2a Dose,RJ,F,94,3952
2a Dose,RJ,F,95,2992
2a Dose,RJ,F,96,2361
2a Dose,RJ,F,97,1659
2a Dose,RJ,F,98,1141
2a Dose,RJ,F,99,736
2a Dose,RJ,F,100,519
2a Dose,RJ,F,101,323
2a Dose,RJ,F,102,243
2a Dose,RJ,F,103,150
2a Dose,RJ,F,104,104
2a Dose,RJ,F,105,75
2a Dose,RJ,F,106,45
2a Dose,RJ,F,107,22
2a Dose,RJ,F,108,13
2a Dose,RJ,F,109,10
2a Dose,RJ,F,110,13
2a Dose,RJ,F,111,4
2a Dose,RJ,F,112,3
2a Dose,RJ,F,113,4
2a Dose,RJ,F,114,5
2a Dose,RJ,F,115,4
2a Dose,RJ,F,116,1
2a Dose,RJ,F,119,2
2a Dose,RJ,F,121,34
2a Dose,RJ,M,2,0
2a Dose,RJ,M,4,1
2a Dose,RJ,M,7,3
2a Dose,RJ,M,9,1
2a Dose,RJ,M,10,1
2a Dose,RJ,M,12,1
2a Dose,RJ,M,15,1
2a Dose,RJ,M,16,0
2a Dose,RJ,M,17,13
2a Dose,RJ,M,18,220
2a Dose,RJ,M,19,498
2a Dose,RJ,M,20,942
2a Dose,RJ,M,21,1309
2a Dose,RJ,M,22,1448
2a Dose,RJ,M,23,1859
2a Dose,RJ,M,24,2035
2a Dose,RJ,M,25,2126
2a Dose,RJ,M,26,2249
2a Dose,RJ,M,27,2218
2a Dose,RJ,M,28,2250
2a Dose,RJ,M,29,2433
2a Dose,RJ,M,30,2513
2a Dose,RJ,M,31,2674
2a Dose,RJ,M,32,2947
2a Dose,RJ,M,33,2947
2a Dose,RJ,M,34,2987
2a Dose,RJ,M,35,3281
2a Dose,RJ,M,36,3323
2a Dose,RJ,M,37,3558
2a Dose,RJ,M,38,3851
2a Dose,RJ,M,39,3993
2a Dose,RJ,M,40,3871
2a Dose,RJ,M,41,3810
2a Dose,RJ,M,42,3522
2a Dose,RJ,M,43,3545
2a Dose,RJ,M,44,3195
2a Dose,RJ,M,45,3083
2a Dose,RJ,M,46,2975
2a Dose,RJ,M,47,3297
2a Dose,RJ,M,48,3356
2a Dose,RJ,M,49,3441
2a Dose,RJ,M,50,3433
2a Dose,RJ,M,51,3161
2a Dose,RJ,M,52,3083
2a Dose,RJ,M,53,3124
2a Dose,RJ,M,54,3005
2a Dose,RJ,M,55,3232
2a Dose,RJ,M,56,3592
2a Dose,RJ,M,57,3713
2a Dose,RJ,M,58,3697
2a Dose,RJ,M,59,3897
2a Dose,RJ,M,60,7583
2a Dose,RJ,M,61,9103
2a Dose,RJ,M,62,9340
2a Dose,RJ,M,63,12560
2a Dose,RJ,M,64,14618
2a Dose,RJ,M,65,35777
2a Dose,RJ,M,66,40715
2a Dose,RJ,M,67,42441
2a Dose,RJ,M,68,43349
2a Dose,RJ,M,69,42536
2a Dose,RJ,M,70,40911
2a Dose,RJ,M,71,38851
2a Dose,RJ,M,72,35916
2a Dose,RJ,M,73,33308
2a Dose,RJ,M,74,29551
2a Dose,RJ,M,75,26151
2a Dose,RJ,M,76,23882
2a Dose,RJ,M,77,21966
2a Dose,RJ,M,78,18796
2a Dose,RJ,M,79,16400
2a Dose,RJ,M,80,14790
2a Dose,RJ,M,81,13922
2a Dose,RJ,M,82,13918
2a Dose,RJ,M,83,11394
2a Dose,RJ,M,84,10088
2a Dose,RJ,M,85,8968
2a Dose,RJ,M,86,7590
2a Dose,RJ,M,87,6206
2a Dose,RJ,M,88,5278
2a Dose,RJ,M,89,4347
2a Dose,RJ,M,90,4020
2a Dose,RJ,M,91,3109
2a Dose,RJ,M,92,2359
2a Dose,RJ,M,93,1771
2a Dose,RJ,M,94,1310
2a Dose,RJ,M,95,963
2a Dose,RJ,M,96,677
2a Dose,RJ,M,97,424
2a Dose,RJ,M,98,312
2a Dose,RJ,M,99,179
2a Dose,RJ,M,100,127
2a Dose,RJ,M,101,67
2a Dose,RJ,M,102,42
2a Dose,RJ,M,103,24
2a Dose,RJ,M,104,17
2a Dose,RJ,M,105,12
2a Dose,RJ,M,106,7
2a Dose,RJ,M,107,6
2a Dose,RJ,M,108,3
2a Dose,RJ,M,110,1
2a Dose,RJ,M,111,3
2a Dose,RJ,M,112,2
2a Dose,RJ,M,114,1
2a Dose,RJ,M,120,2
2a Dose,RJ,M,121,8
2a Dose,RN,F,7,1
2a Dose,RN,F,8,2
2a Dose,RN,F,16,2
2a Dose,RN,F,17,9
2a Dose,RN,F,18,163
2a Dose,RN,F,19,319
2a Dose,RN,F,20,518
2a Dose,RN,F,21,875
2a Dose,RN,F,22,1232
2a Dose,RN,F,23,1433
2a Dose,RN,F,24,1672
2a Dose,RN,F,25,1856
2a Dose,RN,F,26,1974
2a Dose,RN,F,27,1994
2a Dose,RN,F,28,1869
2a Dose,RN,F,29,1882
2a Dose,RN,F,30,1870
2a Dose,RN,F,31,2051
2a Dose,RN,F,32,2189
2a Dose,RN,F,33,2261
2a Dose,RN,F,34,2212
2a Dose,RN,F,35,2255
2a Dose,RN,F,36,2036
2a Dose,RN,F,37,2058
2a Dose,RN,F,38,2164
2a Dose,RN,F,39,2279
2a Dose,RN,F,40,2050
2a Dose,RN,F,41,1985
2a Dose,RN,F,42,1893
2a Dose,RN,F,43,1723
2a Dose,RN,F,44,1621
2a Dose,RN,F,45,1450
2a Dose,RN,F,46,1444
2a Dose,RN,F,47,1408
2a Dose,RN,F,48,1421
2a Dose,RN,F,49,1267
2a Dose,RN,F,50,1329
2a Dose,RN,F,51,1287
2a Dose,RN,F,52,1207
2a Dose,RN,F,53,1259
2a Dose,RN,F,54,1173
2a Dose,RN,F,55,1122
2a Dose,RN,F,56,989
2a Dose,RN,F,57,947
2a Dose,RN,F,58,872
2a Dose,RN,F,59,792
2a Dose,RN,F,60,1793
2a Dose,RN,F,61,2293
2a Dose,RN,F,62,2374
2a Dose,RN,F,63,4067
2a Dose,RN,F,64,6035
2a Dose,RN,F,65,8271
2a Dose,RN,F,66,8136
2a Dose,RN,F,67,8353
2a Dose,RN,F,68,8499
2a Dose,RN,F,69,8332
2a Dose,RN,F,70,9861
2a Dose,RN,F,71,10008
2a Dose,RN,F,72,9139
2a Dose,RN,F,73,8882
2a Dose,RN,F,74,7644
2a Dose,RN,F,75,7293
2a Dose,RN,F,76,6725
2a Dose,RN,F,77,5952
2a Dose,RN,F,78,5880
2a Dose,RN,F,79,5669
2a Dose,RN,F,80,5316
2a Dose,RN,F,81,5261
2a Dose,RN,F,82,4344
2a Dose,RN,F,83,3873
2a Dose,RN,F,84,3523
2a Dose,RN,F,85,3331
2a Dose,RN,F,86,2925
2a Dose,RN,F,87,2357
2a Dose,RN,F,88,1872
2a Dose,RN,F,89,1885
2a Dose,RN,F,90,1799
2a Dose,RN,F,91,1484
2a Dose,RN,F,92,1170
2a Dose,RN,F,93,1094
2a Dose,RN,F,94,902
2a Dose,RN,F,95,698
2a Dose,RN,F,96,612
2a Dose,RN,F,97,389
2a Dose,RN,F,98,297
2a Dose,RN,F,99,191
2a Dose,RN,F,100,209
2a Dose,RN,F,101,159
2a Dose,RN,F,102,121
2a Dose,RN,F,103,77
2a Dose,RN,F,104,39
2a Dose,RN,F,105,49
2a Dose,RN,F,106,21
2a Dose,RN,F,107,25
2a Dose,RN,F,108,21
2a Dose,RN,F,109,15
2a Dose,RN,F,110,12
2a Dose,RN,F,111,4
2a Dose,RN,F,112,4
2a Dose,RN,F,113,10
2a Dose,RN,F,114,10
2a Dose,RN,F,115,5
2a Dose,RN,F,116,2
2a Dose,RN,F,117,1
2a Dose,RN,F,121,2
2a Dose,RN,I,72,1
2a Dose,RN,I,79,1
2a Dose,RN,M,2,1
2a Dose,RN,M,6,1
2a Dose,RN,M,8,1
2a Dose,RN,M,11,1
2a Dose,RN,M,13,1
2a Dose,RN,M,15,1
2a Dose,RN,M,16,2
2a Dose,RN,M,17,6
2a Dose,RN,M,18,142
2a Dose,RN,M,19,233
2a Dose,RN,M,20,371
2a Dose,RN,M,21,446
2a Dose,RN,M,22,609
2a Dose,RN,M,23,756
2a Dose,RN,M,24,823
2a Dose,RN,M,25,919
2a Dose,RN,M,26,946
2a Dose,RN,M,27,921
2a Dose,RN,M,28,933
2a Dose,RN,M,29,987
2a Dose,RN,M,30,925
2a Dose,RN,M,31,1025
2a Dose,RN,M,32,1128
2a Dose,RN,M,33,1082
2a Dose,RN,M,34,1108
2a Dose,RN,M,35,1173
2a Dose,RN,M,36,1031
2a Dose,RN,M,37,1123
2a Dose,RN,M,38,1162
2a Dose,RN,M,39,1127
2a Dose,RN,M,40,1102
2a Dose,RN,M,41,1035
2a Dose,RN,M,42,1054
2a Dose,RN,M,43,951
2a Dose,RN,M,44,918
2a Dose,RN,M,45,897
2a Dose,RN,M,46,899
2a Dose,RN,M,47,968
2a Dose,RN,M,48,951
2a Dose,RN,M,49,854
2a Dose,RN,M,50,823
2a Dose,RN,M,51,795
2a Dose,RN,M,52,734
2a Dose,RN,M,53,774
2a Dose,RN,M,54,730
2a Dose,RN,M,55,615
2a Dose,RN,M,56,613
2a Dose,RN,M,57,546
2a Dose,RN,M,58,531
2a Dose,RN,M,59,511
2a Dose,RN,M,60,1475
2a Dose,RN,M,61,1855
2a Dose,RN,M,62,1797
2a Dose,RN,M,63,3097
2a Dose,RN,M,64,4597
2a Dose,RN,M,65,6374
2a Dose,RN,M,66,6530
2a Dose,RN,M,67,6709
2a Dose,RN,M,68,6358
2a Dose,RN,M,69,6596
2a Dose,RN,M,70,7680
2a Dose,RN,M,71,7714
2a Dose,RN,M,72,6962
2a Dose,RN,M,73,6674
2a Dose,RN,M,74,6052
2a Dose,RN,M,75,5636
2a Dose,RN,M,76,5009
2a Dose,RN,M,77,4333
2a Dose,RN,M,78,4251
2a Dose,RN,M,79,4184
2a Dose,RN,M,80,3719
2a Dose,RN,M,81,3743
2a Dose,RN,M,82,3002
2a Dose,RN,M,83,2604
2a Dose,RN,M,84,2302
2a Dose,RN,M,85,2115
2a Dose,RN,M,86,1799
2a Dose,RN,M,87,1394
2a Dose,RN,M,88,1069
2a Dose,RN,M,89,996
2a Dose,RN,M,90,1031
2a Dose,RN,M,91,821
2a Dose,RN,M,92,635
2a Dose,RN,M,93,573
2a Dose,RN,M,94,469
2a Dose,RN,M,95,369
2a Dose,RN,M,96,314
2a Dose,RN,M,97,212
2a Dose,RN,M,98,167
2a Dose,RN,M,99,109
2a Dose,RN,M,100,118
2a Dose,RN,M,101,69
2a Dose,RN,M,102,47
2a Dose,RN,M,103,42
2a Dose,RN,M,104,18
2a Dose,RN,M,105,10
2a Dose,RN,M,106,8
2a Dose,RN,M,107,5
2a Dose,RN,M,108,4
2a Dose,RN,M,109,4
2a Dose,RN,M,110,2
2a Dose,RN,M,111,4
2a Dose,RN,M,112,1
2a Dose,RN,M,113,2
2a Dose,RN,M,114,2
2a Dose,RO,F,6,2
2a Dose,RO,F,7,1
2a Dose,RO,F,15,1
2a Dose,RO,F,16,1
2a Dose,RO,F,17,7
2a Dose,RO,F,18,187
2a Dose,RO,F,19,299
2a Dose,RO,F,20,385
2a Dose,RO,F,21,477
2a Dose,RO,F,22,592
2a Dose,RO,F,23,773
2a Dose,RO,F,24,835
2a Dose,RO,F,25,983
2a Dose,RO,F,26,1015
2a Dose,RO,F,27,1007
2a Dose,RO,F,28,973
2a Dose,RO,F,29,1029
2a Dose,RO,F,30,1048
2a Dose,RO,F,31,1057
2a Dose,RO,F,32,1119
2a Dose,RO,F,33,1104
2a Dose,RO,F,34,1127
2a Dose,RO,F,35,1079
2a Dose,RO,F,36,1080
2a Dose,RO,F,37,1009
2a Dose,RO,F,38,1046
2a Dose,RO,F,39,990
2a Dose,RO,F,40,974
2a Dose,RO,F,41,998
2a Dose,RO,F,42,877
2a Dose,RO,F,43,915
2a Dose,RO,F,44,806
2a Dose,RO,F,45,805
2a Dose,RO,F,46,762
2a Dose,RO,F,47,730
2a Dose,RO,F,48,665
2a Dose,RO,F,49,667
2a Dose,RO,F,50,604
2a Dose,RO,F,51,613
2a Dose,RO,F,52,540
2a Dose,RO,F,53,469
2a Dose,RO,F,54,516
2a Dose,RO,F,55,498
2a Dose,RO,F,56,469
2a Dose,RO,F,57,422
2a Dose,RO,F,58,417
2a Dose,RO,F,59,382
2a Dose,RO,F,60,1003
2a Dose,RO,F,61,1081
2a Dose,RO,F,62,1103
2a Dose,RO,F,63,1471
2a Dose,RO,F,64,1698
2a Dose,RO,F,65,3020
2a Dose,RO,F,66,3255
2a Dose,RO,F,67,3160
2a Dose,RO,F,68,3016
2a Dose,RO,F,69,3022
2a Dose,RO,F,70,3069
2a Dose,RO,F,71,2665
2a Dose,RO,F,72,2474
2a Dose,RO,F,73,2270
2a Dose,RO,F,74,2063
2a Dose,RO,F,75,1892
2a Dose,RO,F,76,1888
2a Dose,RO,F,77,1721
2a Dose,RO,F,78,1629
2a Dose,RO,F,79,1302
2a Dose,RO,F,80,1358
2a Dose,RO,F,81,1285
2a Dose,RO,F,82,1095
2a Dose,RO,F,83,919
2a Dose,RO,F,84,850
2a Dose,RO,F,85,755
2a Dose,RO,F,86,640
2a Dose,RO,F,87,517
2a Dose,RO,F,88,430
2a Dose,RO,F,89,357
2a Dose,RO,F,90,303
2a Dose,RO,F,91,247
2a Dose,RO,F,92,183
2a Dose,RO,F,93,142
2a Dose,RO,F,94,120
2a Dose,RO,F,95,84
2a Dose,RO,F,96,66
2a Dose,RO,F,97,39
2a Dose,RO,F,98,25
2a Dose,RO,F,99,29
2a Dose,RO,F,100,18
2a Dose,RO,F,101,13
2a Dose,RO,F,102,13
2a Dose,RO,F,103,10
2a Dose,RO,F,104,4
2a Dose,RO,F,105,2
2a Dose,RO,F,106,2
2a Dose,RO,F,107,1
2a Dose,RO,F,108,1
2a Dose,RO,F,111,1
2a Dose,RO,F,121,2
2a Dose,RO,M,8,1
2a Dose,RO,M,14,1
2a Dose,RO,M,15,2
2a Dose,RO,M,16,1
2a Dose,RO,M,17,4
2a Dose,RO,M,18,154
2a Dose,RO,M,19,190
2a Dose,RO,M,20,218
2a Dose,RO,M,21,251
2a Dose,RO,M,22,325
2a Dose,RO,M,23,391
2a Dose,RO,M,24,429
2a Dose,RO,M,25,443
2a Dose,RO,M,26,503
2a Dose,RO,M,27,511
2a Dose,RO,M,28,470
2a Dose,RO,M,29,547
2a Dose,RO,M,30,564
2a Dose,RO,M,31,642
2a Dose,RO,M,32,624
2a Dose,RO,M,33,652
2a Dose,RO,M,34,635
2a Dose,RO,M,35,662
2a Dose,RO,M,36,586
2a Dose,RO,M,37,579
2a Dose,RO,M,38,657
2a Dose,RO,M,39,635
2a Dose,RO,M,40,577
2a Dose,RO,M,41,560
2a Dose,RO,M,42,496
2a Dose,RO,M,43,485
2a Dose,RO,M,44,456
2a Dose,RO,M,45,422
2a Dose,RO,M,46,431
2a Dose,RO,M,47,390
2a Dose,RO,M,48,379
2a Dose,RO,M,49,357
2a Dose,RO,M,50,381
2a Dose,RO,M,51,353
2a Dose,RO,M,52,370
2a Dose,RO,M,53,339
2a Dose,RO,M,54,367
2a Dose,RO,M,55,337
2a Dose,RO,M,56,358
2a Dose,RO,M,57,347
2a Dose,RO,M,58,348
2a Dose,RO,M,59,321
2a Dose,RO,M,60,1064
2a Dose,RO,M,61,1076
2a Dose,RO,M,62,1137
2a Dose,RO,M,63,1568
2a Dose,RO,M,64,1820
2a Dose,RO,M,65,3012
2a Dose,RO,M,66,3130
2a Dose,RO,M,67,3337
2a Dose,RO,M,68,3099
2a Dose,RO,M,69,2850
2a Dose,RO,M,70,2993
2a Dose,RO,M,71,2832
2a Dose,RO,M,72,2605
2a Dose,RO,M,73,2422
2a Dose,RO,M,74,2093
2a Dose,RO,M,75,1996
2a Dose,RO,M,76,1822
2a Dose,RO,M,77,1756
2a Dose,RO,M,78,1630
2a Dose,RO,M,79,1337
2a Dose,RO,M,80,1306
2a Dose,RO,M,81,1338
2a Dose,RO,M,82,1053
2a Dose,RO,M,83,872
2a Dose,RO,M,84,786
2a Dose,RO,M,85,696
2a Dose,RO,M,86,560
2a Dose,RO,M,87,456
2a Dose,RO,M,88,387
2a Dose,RO,M,89,323
2a Dose,RO,M,90,317
2a Dose,RO,M,91,214
2a Dose,RO,M,92,180
2a Dose,RO,M,93,134
2a Dose,RO,M,94,106
2a Dose,RO,M,95,67
2a Dose,RO,M,96,42
2a Dose,RO,M,97,30
2a Dose,RO,M,98,25
2a Dose,RO,M,99,10
2a Dose,RO,M,100,15
2a Dose,RO,M,101,5
2a Dose,RO,M,102,7
2a Dose,RO,M,103,7
2a Dose,RO,M,104,1
2a Dose,RO,M,105,3
2a Dose,RO,M,106,1
2a Dose,RO,M,107,1
2a Dose,RO,M,121,2
2a Dose,RR,F,17,3
2a Dose,RR,F,18,247
2a Dose,RR,F,19,274
2a Dose,RR,F,20,282
2a Dose,RR,F,21,310
2a Dose,RR,F,22,296
2a Dose,RR,F,23,371
2a Dose,RR,F,24,374
2a Dose,RR,F,25,407
2a Dose,RR,F,26,370
2a Dose,RR,F,27,394
2a Dose,RR,F,28,415
2a Dose,RR,F,29,416
2a Dose,RR,F,30,366
2a Dose,RR,F,31,392
2a Dose,RR,F,32,419
2a Dose,RR,F,33,428
2a Dose,RR,F,34,447
2a Dose,RR,F,35,451
2a Dose,RR,F,36,496
2a Dose,RR,F,37,475
2a Dose,RR,F,38,468
2a Dose,RR,F,39,493
2a Dose,RR,F,40,482
2a Dose,RR,F,41,432
2a Dose,RR,F,42,441
2a Dose,RR,F,43,413
2a Dose,RR,F,44,422
2a Dose,RR,F,45,366
2a Dose,RR,F,46,331
2a Dose,RR,F,47,314
2a Dose,RR,F,48,274
2a Dose,RR,F,49,281
2a Dose,RR,F,50,252
2a Dose,RR,F,51,268
2a Dose,RR,F,52,215
2a Dose,RR,F,53,222
2a Dose,RR,F,54,219
2a Dose,RR,F,55,205
2a Dose,RR,F,56,204
2a Dose,RR,F,57,179
2a Dose,RR,F,58,147
2a Dose,RR,F,59,163
2a Dose,RR,F,60,1109
2a Dose,RR,F,61,1132
2a Dose,RR,F,62,1084
2a Dose,RR,F,63,1142
2a Dose,RR,F,64,1054
2a Dose,RR,F,65,955
2a Dose,RR,F,66,911
2a Dose,RR,F,67,874
2a Dose,RR,F,68,829
2a Dose,RR,F,69,726
2a Dose,RR,F,70,706
2a Dose,RR,F,71,651
2a Dose,RR,F,72,550
2a Dose,RR,F,73,531
2a Dose,RR,F,74,443
2a Dose,RR,F,75,375
2a Dose,RR,F,76,385
2a Dose,RR,F,77,358
2a Dose,RR,F,78,291
2a Dose,RR,F,79,249
2a Dose,RR,F,80,328
2a Dose,RR,F,81,260
2a Dose,RR,F,82,206
2a Dose,RR,F,83,184
2a Dose,RR,F,84,169
2a Dose,RR,F,85,155
2a Dose,RR,F,86,114
2a Dose,RR,F,87,94
2a Dose,RR,F,88,104
2a Dose,RR,F,89,70
2a Dose,RR,F,90,85
2a Dose,RR,F,91,59
2a Dose,RR,F,92,49
2a Dose,RR,F,93,31
2a Dose,RR,F,94,28
2a Dose,RR,F,95,27
2a Dose,RR,F,96,18
2a Dose,RR,F,97,17
2a Dose,RR,F,98,11
2a Dose,RR,F,99,10
2a Dose,RR,F,100,4
2a Dose,RR,F,101,4
2a Dose,RR,F,102,4
2a Dose,RR,F,103,3
2a Dose,RR,F,105,1
2a Dose,RR,F,112,1
2a Dose,RR,M,12,2
2a Dose,RR,M,16,1
2a Dose,RR,M,17,8
2a Dose,RR,M,18,264
2a Dose,RR,M,19,247
2a Dose,RR,M,20,264
2a Dose,RR,M,21,282
2a Dose,RR,M,22,264
2a Dose,RR,M,23,297
2a Dose,RR,M,24,301
2a Dose,RR,M,25,307
2a Dose,RR,M,26,330
2a Dose,RR,M,27,305
2a Dose,RR,M,28,303
2a Dose,RR,M,29,311
2a Dose,RR,M,30,315
2a Dose,RR,M,31,295
2a Dose,RR,M,32,331
2a Dose,RR,M,33,304
2a Dose,RR,M,34,393
2a Dose,RR,M,35,359
2a Dose,RR,M,36,363
2a Dose,RR,M,37,359
2a Dose,RR,M,38,349
2a Dose,RR,M,39,365
2a Dose,RR,M,40,335
2a Dose,RR,M,41,373
2a Dose,RR,M,42,343
2a Dose,RR,M,43,361
2a Dose,RR,M,44,294
2a Dose,RR,M,45,331
2a Dose,RR,M,46,273
2a Dose,RR,M,47,255
2a Dose,RR,M,48,238
2a Dose,RR,M,49,228
2a Dose,RR,M,50,231
2a Dose,RR,M,51,197
2a Dose,RR,M,52,190
2a Dose,RR,M,53,195
2a Dose,RR,M,54,178
2a Dose,RR,M,55,182
2a Dose,RR,M,56,165
2a Dose,RR,M,57,159
2a Dose,RR,M,58,159
2a Dose,RR,M,59,158
2a Dose,RR,M,60,1043
2a Dose,RR,M,61,1104
2a Dose,RR,M,62,1027
2a Dose,RR,M,63,1077
2a Dose,RR,M,64,1038
2a Dose,RR,M,65,937
2a Dose,RR,M,66,933
2a Dose,RR,M,67,925
2a Dose,RR,M,68,910
2a Dose,RR,M,69,865
2a Dose,RR,M,70,800
2a Dose,RR,M,71,683
2a Dose,RR,M,72,601
2a Dose,RR,M,73,579
2a Dose,RR,M,74,510
2a Dose,RR,M,75,412
2a Dose,RR,M,76,398
2a Dose,RR,M,77,344
2a Dose,RR,M,78,326
2a Dose,RR,M,79,266
2a Dose,RR,M,80,285
2a Dose,RR,M,81,246
2a Dose,RR,M,82,207
2a Dose,RR,M,83,193
2a Dose,RR,M,84,147
2a Dose,RR,M,85,138
2a Dose,RR,M,86,119
2a Dose,RR,M,87,76
2a Dose,RR,M,88,86
2a Dose,RR,M,89,55
2a Dose,RR,M,90,59
2a Dose,RR,M,91,33
2a Dose,RR,M,92,38
2a Dose,RR,M,93,27
2a Dose,RR,M,94,24
2a Dose,RR,M,95,12
2a Dose,RR,M,96,12
2a Dose,RR,M,97,8
2a Dose,RR,M,98,10
2a Dose,RR,M,99,5
2a Dose,RR,M,100,4
2a Dose,RR,M,101,6
2a Dose,RR,M,102,2
2a Dose,RR,M,103,3
2a Dose,RR,M,104,1
2a Dose,RR,M,106,2
2a Dose,RS,F,1,2
2a Dose,RS,F,3,0
2a Dose,RS,F,4,2
2a Dose,RS,F,5,1
2a Dose,RS,F,6,3
2a Dose,RS,F,7,1
2a Dose,RS,F,8,2
2a Dose,RS,F,9,4
2a Dose,RS,F,11,2
2a Dose,RS,F,12,1
2a Dose,RS,F,14,4
2a Dose,RS,F,15,4
2a Dose,RS,F,16,26
2a Dose,RS,F,17,115
2a Dose,RS,F,18,1633
2a Dose,RS,F,19,2497
2a Dose,RS,F,20,3891
2a Dose,RS,F,21,4986
2a Dose,RS,F,22,5684
2a Dose,RS,F,23,6441
2a Dose,RS,F,24,7068
2a Dose,RS,F,25,7528
2a Dose,RS,F,26,7672
2a Dose,RS,F,27,7725
2a Dose,RS,F,28,7667
2a Dose,RS,F,29,7959
2a Dose,RS,F,30,8322
2a Dose,RS,F,31,8436
2a Dose,RS,F,32,8796
2a Dose,RS,F,33,8991
2a Dose,RS,F,34,8776
2a Dose,RS,F,35,9362
2a Dose,RS,F,36,9087
2a Dose,RS,F,37,9822
2a Dose,RS,F,38,10349
2a Dose,RS,F,39,10181
2a Dose,RS,F,40,9228
2a Dose,RS,F,41,9174
2a Dose,RS,F,42,8645
2a Dose,RS,F,43,8187
2a Dose,RS,F,44,7528
2a Dose,RS,F,45,6955
2a Dose,RS,F,46,6782
2a Dose,RS,F,47,6480
2a Dose,RS,F,48,6375
2a Dose,RS,F,49,6142
2a Dose,RS,F,50,6128
2a Dose,RS,F,51,5884
2a Dose,RS,F,52,5853
2a Dose,RS,F,53,5662
2a Dose,RS,F,54,5585
2a Dose,RS,F,55,5861
2a Dose,RS,F,56,5551
2a Dose,RS,F,57,5252
2a Dose,RS,F,58,4891
2a Dose,RS,F,59,4726
2a Dose,RS,F,60,5062
2a Dose,RS,F,61,5682
2a Dose,RS,F,62,8684
2a Dose,RS,F,63,18734
2a Dose,RS,F,64,33261
2a Dose,RS,F,65,45475
2a Dose,RS,F,66,46310
2a Dose,RS,F,67,43852
2a Dose,RS,F,68,41906
2a Dose,RS,F,69,41424
2a Dose,RS,F,70,43573
2a Dose,RS,F,71,42113
2a Dose,RS,F,72,39389
2a Dose,RS,F,73,36597
2a Dose,RS,F,74,34129
2a Dose,RS,F,75,31385
2a Dose,RS,F,76,28804
2a Dose,RS,F,77,28019
2a Dose,RS,F,78,24828
2a Dose,RS,F,79,21963
2a Dose,RS,F,80,20575
2a Dose,RS,F,81,18732
2a Dose,RS,F,82,18295
2a Dose,RS,F,83,16300
2a Dose,RS,F,84,14900
2a Dose,RS,F,85,14802
2a Dose,RS,F,86,12179
2a Dose,RS,F,87,10693
2a Dose,RS,F,88,9207
2a Dose,RS,F,89,7429
